545,1
915,1
964,1
1308,1
1398,1
1399,1
1404,1
1781,1
1949,1
2048,1
2492,1
2740,1
2809,1
2946,1
3140,1
3181,1
4223,1
4425,1
4564,1
4688,1
4847,1
4881,1
5470,1
5497,1
5711,1
6739,1
6771,1
6828,1
6995,1
7319,1
7531,1
7780,1
7931,1
8124,1
8139,1
8223,1
8235,1
8260,1
8968,1
9037,1
9088,1
9108,1
9151,1
9241,1
9550,1
9739,1
9894,1
10221,1
10321,1
10519,1
10557,1
10617,1
10838,1
11007,1
11074,1
11126,1
11321,1
11390,1
11572,1
11678,1
11739,1
11923,1
11948,1
12047,1
12054,1
12136,1
12302,1
12464,1
13170,1
13343,1
13837,1
13898,1
14432,1
14649,1
14664,1
14862,1
14874,1
14993,1
15180,1
15384,1
15425,1
15453,1
15836,1
15997,1
16045,1
16060,1
16329,1
16479,1
17847,1
18021,1
18056,1
18104,1
18277,1
18450,1
18820,1
19083,1
19103,1
19663,1
19812,1
19820,1
20114,1
20198,1
20384,1
20668,1
20845,1
21069,1
21277,1
21335,1
21673,1
21874,1
21892,1
21930,1
22212,1
22278,1
22555,1
22601,1
23719,1
23940,1
24027,1
24093,1
24116,1
24278,1
24559,1
24578,1
24598,1
25016,1
25139,1
25171,1
25256,1
25408,1
25492,1
25598,1
25785,1
25990,1
27085,1
27563,1
27578,1
27590,1
27637,1
27663,1
27678,1
27699,1
27716,1
27913,1
27927,1
27946,1
28001,1
28070,1
28098,1
28261,1
28625,1
29031,1
29076,1
29390,1
29792,1
29919,1
30466,1
30870,1
30890,1
31819,1
31821,1
32055,1
32068,1
32101,1
32115,1
32166,1
32179,1
32199,1
32582,1
32677,1
33054,1
33059,1
33111,1
33389,1
33490,1
33515,1
33535,1
33575,1
33598,1
33638,1
33642,1
33652,1
33713,1
33745,1
33865,1
33869,1
34056,1
34062,1
34079,1
34084,1
34109,1
34116,1
34161,1
34166,1
34174,1
34201,1
34209,1
34210,1
34213,1
34216,1
34219,1
34227,1
34234,1
34237,1
34695,1
34742,1
34982,1
35297,1
35325,1
35344,1
35374,1
35382,1
35396,1
35852,1
35903,1
35996,1
36010,1
36019,1
36058,1
36062,1
36076,1
36085,1
36261,1
36502,1
36521,1
36820,1
36923,1
37168,1
37206,1
37345,1
37513,1
37518,1
37525,1
37537,1
37541,1
37542,1
37543,1
37559,1
37561,1
37564,1
37990,1
38030,1
38037,1
38183,1
38206,1
38214,1
38241,1
38276,1
38577,1
38581,1
38819,1
38868,1
38898,1
38901,1
38958,1
38988,1
39032,1
39165,1
39423,1
39426,1
39954,1
40568,1
40948,1
40981,1
41152,1
41340,1
41544,1
41673,1
41923,1
42004,1
42301,1
42326,1
42851,1
42857,1
43033,1
43202,1
43698,1
43713,1
43780,1
43895,1
44149,1
44170,1
44234,1
44293,1
44341,1
44436,1
44439,1
44584,1
45337,1
45444,1
45574,1
46387,1
46398,1
46564,1
46703,1
46870,1
46896,1
46918,1
46979,1
47347,1
47401,1
47721,1
48018,1
48022,1
48045,1
48055,1
48163,1
48325,1
48333,1
48348,1
48359,1
48362,1
48364,1
48366,1
48683,1
48861,1
48871,1
49300,1
51144,1
51194,1
51378,1
51382,1
51420,1
51795,1
51819,1
51827,1
51976,1
51982,1
52402,1
52505,1
52589,1
52674,1
52682,1
52724,1
53139,1
53209,1
53289,1
53331,1
53474,1
53477,1
53515,1
53550,1
53588,1
53611,1
53612,1
53624,1
53818,1
53841,1
54018,1
54072,1
54097,1
54109,1
54720,1
54906,1
54935,1
55302,1
55405,1
55452,1
55842,1
55881,1
56068,1
56137,1
56142,1
56266,1
56269,1
56952,1
57310,1
57507,1
57565,1
57794,1
58403,1
58847,1
58992,1
59231,1
59280,1
59315,1
59347,1
59987,1
60087,1
60149,1
60210,1
60272,1
60601,1
60637,1
60650,1
60655,1
60679,1
60838,1
60918,1
61157,1
61545,1
61547,1
61776,1
62701,1
62802,1
62843,1
63823,1
63837,1
64004,1
65063,1
65099,1
65615,1
65945,1
66294,1
66466,1
66472,1
66546,1
66574,1
67503,1
67675,1
68123,1
68169,1
68445,1
68617,1
68970,1
69269,1
69500,1
70468,1
72091,1
72112,1
73200,1
73991,1
75215,1
77244,1
77954,1
253,2
297,2
334,2
908,2
917,2
1045,2
1219,2
1303,2
1338,2
1394,2
1397,2
1513,2
1680,2
2139,2
2707,2
3030,2
3249,2
3690,2
3872,2
4229,2
4353,2
4386,2
4613,2
4783,2
5028,2
5533,2
6051,2
6139,2
6165,2
6204,2
6338,2
6613,2
6829,2
7312,2
7894,2
8071,2
8236,2
8270,2
8535,2
8538,2
8950,2
9572,2
9848,2
9987,2
10024,2
10147,2
10221,2
10421,2
10708,2
10763,2
10778,2
10807,2
10940,2
10950,2
11028,2
11315,2
11869,2
12161,2
12368,2
12825,2
13432,2
13641,2
13780,2
14010,2
14090,2
14561,2
14601,2
14760,2
14795,2
14815,2
15362,2
15427,2
15469,2
15624,2
15877,2
16186,2
16934,2
17097,2
17525,2
17557,2
17614,2
17635,2
18114,2
18222,2
18280,2
18890,2
19051,2
19123,2
19697,2
19924,2
19942,2
20961,2
21049,2
21132,2
21365,2
21511,2
21665,2
21967,2
22045,2
22348,2
24337,2
24451,2
24962,2
25166,2
25236,2
25268,2
25280,2
25368,2
25518,2
26334,2
27805,2
28314,2
28751,2
28872,2
29440,2
29443,2
29845,2
29861,2
29917,2
31787,2
32414,2
32433,2
32446,2
34047,2
34726,2
34799,2
34812,2
34945,2
36141,2
39513,2
39627,2
39696,2
40035,2
40332,2
41024,2
41755,2
42939,2
43539,2
43550,2
43553,2
45370,2
47059,2
47271,2
48555,2
51118,2
51685,2
51865,2
51943,2
52176,2
53353,2
53983,2
54895,2
57971,2
57974,2
57975,2
57976,2
58153,2
58160,2
59771,2
63965,2
64341,2
65283,2
70450,2
72045,2
72287,2
72956,2
75849,2
76631,2
78405,2
223,3
292,3
320,3
1823,3
3503,3
3721,3
3850,3
4038,3
4514,3
5241,3
6078,3
6694,3
7025,3
7154,3
7725,3
8500,3
8839,3
9421,3
9983,3
10383,3
11432,3
11568,3
12089,3
12182,3
12308,3
12629,3
13104,3
14002,3
14343,3
14504,3
15419,3
15746,3
15772,3
15855,3
16561,3
16574,3
17055,3
17176,3
17453,3
18665,3
19645,3
19656,3
19733,3
19754,3
20128,3
20277,3
21968,3
22606,3
22642,3
22912,3
23836,3
24018,3
24557,3
25347,3
25450,3
25637,3
29871,3
31955,3
31959,3
32444,3
33931,3
34618,3
34703,3
35889,3
36784,3
37055,3
38086,3
38977,3
40116,3
40140,3
40325,3
40777,3
41468,3
42314,3
42794,3
43332,3
44680,3
44917,3
45002,3
46020,3
46673,3
46976,3
48787,3
48833,3
50789,3
52843,3
54048,3
54240,3
54601,3
54852,3
55254,3
55453,3
56272,3
56660,3
57730,3
57752,3
57877,3
58570,3
58918,3
59044,3
59630,3
59760,3
59938,3
59950,3
60329,3
60381,3
60574,3
60825,3
60906,3
60907,3
61230,3
61362,3
61814,3
63344,3
64065,3
65027,3
65039,3
65652,3
66086,3
66122,3
68077,3
68198,3
68323,3
68597,3
70760,3
71997,3
72543,3
73387,3
73874,3
73949,3
74383,3
74442,3
74959,3
75356,3
78769,3
78951,3
258,4
448,4
483,4
780,4
2100,4
2847,4
2906,4
4234,4
5001,4
5223,4
5333,4
6299,4
6428,4
6810,4
6919,4
6920,4
7190,4
7200,4
7903,4
8314,4
8486,4
8753,4
8978,4
9147,4
10116,4
10539,4
10876,4
11113,4
11302,4
11984,4
12512,4
13163,4
13691,4
14439,4
14559,4
14757,4
15140,4
15546,4
15895,4
17216,4
17435,4
17706,4
17983,4
18540,4
19025,4
19250,4
19455,4
20316,4
20399,4
20643,4
20865,4
22035,4
22107,4
24443,4
25377,4
25605,4
28077,4
28395,4
28492,4
28686,4
29565,4
29572,4
29828,4
29878,4
30744,4
31063,4
31067,4
31074,4
31101,4
31603,4
31729,4
32243,4
32315,4
32387,4
32997,4
34622,4
34996,4
35452,4
35735,4
36138,4
37259,4
38279,4
38469,4
38670,4
39099,4
39432,4
39612,4
39761,4
40281,4
40902,4
40910,4
41290,4
41454,4
41463,4
41465,4
42388,4
42745,4
42748,4
42767,4
43061,4
43472,4
43590,4
44777,4
45422,4
45522,4
45535,4
45537,4
45717,4
45721,4
45974,4
47404,4
47853,4
47931,4
48298,4
48772,4
48845,4
48995,4
49327,4
49475,4
49476,4
49894,4
50606,4
50743,4
50810,4
51345,4
51445,4
52153,4
52340,4
52625,4
52847,4
52972,4
52989,4
53243,4
53325,4
55008,4
55242,4
55283,4
55445,4
55643,4
55844,4
55845,4
55919,4
56132,4
56437,4
56530,4
56873,4
57548,4
57750,4
57893,4
58342,4
58597,4
58698,4
58758,4
58921,4
59059,4
59074,4
59075,4
59119,4
59172,4
59323,4
60413,4
60424,4
60507,4
60859,4
60913,4
60938,4
61278,4
61403,4
61566,4
61976,4
62453,4
62939,4
63082,4
63291,4
63738,4
63957,4
63998,4
64240,4
64264,4
64851,4
64971,4
65560,4
65870,4
66170,4
66409,4
66529,4
67347,4
67637,4
67959,4
68059,4
68109,4
68111,4
68365,4
68375,4
68411,4
68555,4
69098,4
69115,4
69619,4
69659,4
70171,4
70180,4
70426,4
70815,4
70980,4
71041,4
71069,4
71185,4
71473,4
71565,4
72129,4
72168,4
73279,4
73306,4
73524,4
73571,4
74020,4
74046,4
74374,4
74550,4
74675,4
74715,4
75524,4
75539,4
75666,4
75793,4
76150,4
76243,4
76317,4
76903,4
77115,4
77170,4
77206,4
77529,4
77597,4
77642,4
78251,4
79138,4
79537,4
79540,4
79650,4
79788,4
79952,4
80263,4
80510,4
33,5
47,5
1041,5
1087,5
1342,5
1478,5
1539,5
1602,5
1702,5
1826,5
2020,5
2990,5
3016,5
3129,5
3135,5
3326,5
3385,5
3635,5
